Days Wasted,Nitrogen Levels,Price per Pound,Unread Emails,Big Foot Sightings,Ice Cream Related Deaths,Years Old,Hours Wasted,Bad Dates,Beard Length in Meters
241.0,0.3355149459489837,4.0,6469.0,1.0,595.0,45.0,66.0,94972.0,18.22054196228525
557.0,0.5582730544599344,1.0,8775.0,2.0,879.0,70.0,111.0,6009.0,37.678886185023366
503.0,0.8061797992141363,2.0,3085.0,3.0,886.0,67.0,163.0,46848.0,4.670039116440742
1629.0,0.4744316567492448,11.0,31.0,3.0,835.0,86.0,60.0,91770.0,10.950765680336247
1015.0,0.0031756525677189007,11.0,6914.0,4.0,564.0,4.0,65.0,43382.0,57.36653383520079
1124.0,0.055489508212558714,2.0,9956.0,2.0,398.0,60.0,180.0,57366.0,18.44183155303133
210.0,0.49098029123102194,5.0,4328.0,5.0,799.0,95.0,32.0,27619.0,61.9985169686389
1483.0,0.16073015835039905,7.0,2377.0,3.0,314.0,10.0,59.0,32914.0,19.40383053869176
1593.0,0.592755738193032,3.0,5273.0,3.0,718.0,22.0,92.0,5899.0,60.69280593194974
1660.0,0.7630520353700663,2.0,223.0,3.0,936.0,95.0,19.0,23506.0,41.2706393952254
1309.0,0.25975695690116785,1.0,3367.0,2.0,266.0,79.0,110.0,37336.0,46.191010121668725
745.0,0.40966861278198075,6.0,3461.0,5.0,698.0,66.0,167.0,46934.0,9.951329611380965
955.0,0.21998229383181167,1.0,6108.0,2.0,278.0,12.0,152.0,66788.0,54.76471846670274
1384.0,0.496515254899662,7.0,2268.0,2.0,452.0,3.0,146.0,75918.0,6.483952523554144
1933.0,0.7797485871023458,1.0,9386.0,2.0,852.0,83.0,6.0,55889.0,35.42563640815247
1564.0,0.929779374339571,8.0,8871.0,2.0,493.0,19.0,113.0,99047.0,66.23485135981487
1877.0,0.11187406999955107,1.0,4174.0,5.0,161.0,36.0,142.0,75968.0,35.63433928762048
1737.0,0.7629564060098145,1.0,3268.0,1.0,724.0,17.0,157.0,3436.0,64.47047728337711
1073.0,0.7220262431178481,3.0,487.0,1.0,152.0,41.0,53.0,33806.0,42.11629062791471
771.0,0.5535037286952257,3.0,6448.0,1.0,191.0,70.0,109.0,59958.0,26.226480461847103
1883.0,0.08418643501277612,10.0,6072.0,1.0,907.0,38.0,30.0,94014.0,56.85380940078904
1459.0,0.3476867744480552,11.0,643.0,1.0,350.0,66.0,80.0,69827.0,46.34412764379912
1230.0,0.6041971240662978,1.0,9912.0,1.0,292.0,72.0,31.0,53353.0,75.35724054595212
1203.0,0.21186962091298212,1.0,1911.0,5.0,193.0,10.0,76.0,53124.0,65.16864343224229
2.0,0.15598512469499393,4.0,8685.0,5.0,845.0,3.0,152.0,50462.0,9.799947326056053
734.0,0.08646431378223218,5.0,61.0,2.0,629.0,18.0,20.0,5302.0,25.60725793449613
1610.0,0.5299683844124696,4.0,495.0,2.0,964.0,26.0,73.0,59935.0,80.7585327816978
1256.0,0.7805971125579023,4.0,5667.0,3.0,580.0,69.0,35.0,35256.0,56.870053598240304
1200.0,0.48696322563943817,3.0,2482.0,1.0,916.0,8.0,167.0,91567.0,18.961135417143687
616.0,0.28192483289369596,7.0,5606.0,1.0,287.0,57.0,63.0,66451.0,3.301040826295401
1268.0,0.0037435492173972795,2.0,7611.0,5.0,331.0,7.0,26.0,43498.0,73.62680874596286
646.0,0.7383562896945332,12.0,3475.0,2.0,850.0,86.0,76.0,9155.0,29.074912748276834
1163.0,0.08768976192448696,7.0,4681.0,1.0,628.0,88.0,128.0,78783.0,59.40455140887549
536.0,0.845347279164512,12.0,3786.0,3.0,424.0,87.0,118.0,29222.0,17.984963723959286
1688.0,0.15513820657770538,5.0,8447.0,2.0,228.0,17.0,135.0,39212.0,20.384201899165294
1801.0,0.8024108637176642,9.0,8624.0,4.0,960.0,1.0,32.0,68466.0,42.43976819157606
47.0,0.12340573699452706,10.0,2950.0,5.0,336.0,76.0,60.0,78535.0,38.06046142581555
1243.0,0.7294139608499386,1.0,708.0,4.0,448.0,95.0,50.0,50838.0,69.24077155226772
299.0,0.2569573502029553,12.0,4127.0,3.0,956.0,60.0,22.0,59444.0,21.862434441413793
1626.0,0.31252276424772907,3.0,5559.0,5.0,820.0,44.0,143.0,79392.0,76.60115687491674
48.0,0.7440512417390199,6.0,8929.0,5.0,713.0,48.0,153.0,17921.0,38.930447021464765
1532.0,0.9699356471871864,6.0,4520.0,3.0,306.0,51.0,137.0,38493.0,29.181442372488053
140.0,0.46637566676356157,3.0,2365.0,4.0,364.0,85.0,49.0,51614.0,55.45806638260904
1879.0,0.27798466685349854,4.0,8736.0,3.0,753.0,6.0,63.0,38277.0,18.14799179212102
667.0,0.11510832251018643,8.0,8801.0,5.0,549.0,12.0,138.0,66683.0,22.801084991492807
1886.0,0.8445642708853413,4.0,1613.0,4.0,74.0,72.0,117.0,28014.0,10.38620454314925
1087.0,0.6058800391198322,6.0,8936.0,1.0,470.0,75.0,96.0,79281.0,14.905004569623538
1480.0,0.538045331720088,9.0,605.0,1.0,854.0,49.0,173.0,37253.0,73.9845659880151
563.0,0.052282804653037585,10.0,5365.0,2.0,908.0,76.0,76.0,55166.0,60.67220202196546
72.0,0.5874214352988464,4.0,2320.0,5.0,596.0,42.0,66.0,80639.0,18.948216209667784
1709.0,0.9111177654816297,8.0,9777.0,4.0,450.0,81.0,25.0,84638.0,12.59513457244308
1858.0,0.34202611907045277,6.0,4523.0,1.0,632.0,16.0,177.0,94340.0,12.907881676319349
552.0,0.6722560652481666,10.0,3029.0,5.0,595.0,42.0,136.0,37163.0,9.193657992871834
1964.0,0.8338495216861991,11.0,15.0,4.0,397.0,83.0,109.0,44896.0,39.46686390823756
1455.0,0.11194620704376523,2.0,2322.0,5.0,771.0,87.0,173.0,9020.0,36.20021948046372
1441.0,0.32374236128609635,11.0,5682.0,1.0,297.0,67.0,61.0,51290.0,28.513017060442333
1426.0,0.31238000104371,12.0,4654.0,4.0,611.0,39.0,92.0,28953.0,56.57847283851135
1068.0,0.6524997212771197,2.0,7892.0,4.0,579.0,102.0,58.0,65304.0,3.1122124963919853
1804.0,0.44114377650402625,4.0,2918.0,2.0,221.0,85.0,10.0,59104.0,24.204456740765792
1580.0,0.5853181608028809,10.0,512.0,2.0,844.0,12.0,89.0,58255.0,26.01533761716342
1388.0,0.20876223356528933,11.0,2859.0,5.0,638.0,20.0,186.0,84836.0,68.39542631204036
1082.0,0.17625609150468458,2.0,7099.0,1.0,708.0,83.0,121.0,87936.0,56.26723533269696
782.0,0.10601510264018299,3.0,9734.0,1.0,261.0,64.0,76.0,79689.0,68.10667073158807
20.0,0.10782765699670382,1.0,1274.0,3.0,172.0,63.0,53.0,42180.0,15.383171712478331
614.0,0.9173333278349179,10.0,1815.0,3.0,356.0,10.0,179.0,9497.0,57.098072010388364
392.0,0.21860523364831552,8.0,8036.0,4.0,301.0,10.0,96.0,29285.0,62.91205927876802
1110.0,0.13696723440788483,3.0,7703.0,2.0,684.0,72.0,141.0,48818.0,59.97667512914598
1334.0,0.07476981497001989,9.0,7569.0,1.0,89.0,51.0,2.0,26230.0,10.170365844898926
1241.0,0.39760901663818116,1.0,8619.0,3.0,395.0,92.0,73.0,48653.0,19.320337844936667
1861.0,0.6393494185596245,3.0,4103.0,3.0,131.0,15.0,130.0,73520.0,3.7011334180643147
633.0,0.08269945403660195,3.0,5693.0,2.0,461.0,51.0,42.0,69074.0,38.53601363871316
295.0,0.5975364383517737,12.0,4347.0,2.0,830.0,82.0,130.0,51230.0,20.90551194691386
376.0,0.494984952172707,1.0,1634.0,4.0,530.0,67.0,172.0,1222.0,42.41053543215441
1592.0,0.8538455198555965,11.0,2987.0,3.0,731.0,22.0,50.0,47149.0,24.833847925782273
712.0,0.3848137515144344,2.0,2617.0,3.0,358.0,91.0,97.0,84890.0,70.3464179442518
1525.0,0.8614615128394155,12.0,60.0,5.0,822.0,19.0,142.0,5574.0,5.560777586185301
574.0,0.35426066877691786,6.0,9821.0,4.0,811.0,59.0,15.0,1939.0,47.43539281869557
152.0,0.4181683101593585,5.0,7512.0,1.0,456.0,63.0,29.0,78227.0,56.60535882811566
982.0,0.13101603031073827,7.0,7978.0,2.0,476.0,102.0,150.0,62713.0,2.261841292275973
60.0,0.4203415459749418,8.0,9412.0,5.0,428.0,64.0,168.0,97359.0,28.491952985599518
222.0,0.8847797941076454,1.0,2418.0,5.0,184.0,88.0,153.0,43505.0,31.81028265633207
1462.0,0.8191614411650686,2.0,3704.0,5.0,432.0,88.0,176.0,54951.0,78.15682633791313
415.0,0.2535625621158236,8.0,6712.0,3.0,942.0,16.0,87.0,72707.0,34.71757539049449
876.0,0.20398205294720861,3.0,3135.0,5.0,752.0,28.0,164.0,56800.0,57.01027898191159
1878.0,0.638396960951024,10.0,2981.0,4.0,131.0,61.0,182.0,74909.0,62.73405536542263
660.0,0.744871138356,2.0,6702.0,1.0,888.0,4.0,109.0,2194.0,60.86646759732538
1947.0,0.397236891159261,8.0,6648.0,1.0,982.0,77.0,139.0,88656.0,73.05384064044293
80.0,0.9186052182335223,1.0,9633.0,5.0,638.0,90.0,48.0,35757.0,4.82829978608156
705.0,0.10823090495481213,2.0,5006.0,5.0,118.0,24.0,132.0,92405.0,48.34928074241404
1710.0,0.777625219435142,8.0,8095.0,4.0,726.0,41.0,93.0,33493.0,47.97459730428252
1731.0,0.6701321887843192,4.0,3419.0,3.0,302.0,31.0,121.0,2377.0,57.186544771474246
1479.0,0.8231872798052983,4.0,9830.0,2.0,220.0,98.0,40.0,67551.0,21.11750415377591
237.0,0.043634032220379315,6.0,2821.0,2.0,785.0,62.0,13.0,45764.0,76.51190632933275
1334.0,0.271907801580883,12.0,8675.0,5.0,61.0,69.0,106.0,90799.0,49.390449966041885
1477.0,0.12165714459605237,8.0,6413.0,4.0,348.0,104.0,23.0,75733.0,61.113510607708015
1093.0,0.8417541523254761,1.0,208.0,4.0,893.0,95.0,180.0,15825.0,50.33262937080419
979.0,0.49032243111429963,5.0,176.0,3.0,963.0,96.0,125.0,7705.0,37.57845101813032
157.0,0.14464457434689015,11.0,4479.0,1.0,84.0,39.0,168.0,44626.0,32.95707748556023
837.0,0.4307572780348431,8.0,1923.0,5.0,294.0,22.0,163.0,59435.0,50.79219107265303
1215.0,0.15202437143723102,8.0,6908.0,1.0,159.0,68.0,88.0,39023.0,6.870208287780036
1155.0,0.023844868525963125,11.0,4467.0,4.0,163.0,20.0,129.0,5941.0,9.727562016974746
234.0,0.23977663764256008,4.0,3922.0,1.0,384.0,9.0,49.0,97600.0,50.67518126655225
406.0,0.5832154038061644,7.0,4754.0,5.0,354.0,102.0,82.0,25020.0,58.71488962017355
91.0,0.4825440484422323,8.0,786.0,4.0,676.0,82.0,22.0,8181.0,34.956936991044856
982.0,0.8245408653332522,6.0,81.0,3.0,501.0,30.0,133.0,89973.0,11.008531019990883
481.0,0.6114611684773527,4.0,3789.0,3.0,664.0,53.0,153.0,41296.0,29.085259476300678
1822.0,0.14239271998554248,1.0,2476.0,2.0,268.0,81.0,7.0,88019.0,21.894046367340685
1164.0,0.18785077927271343,6.0,9688.0,4.0,769.0,10.0,29.0,29481.0,39.897757600465546
1713.0,0.43639244265429433,8.0,5245.0,3.0,915.0,4.0,81.0,60104.0,10.357452019882096
1492.0,0.7448787194312736,4.0,8303.0,5.0,992.0,46.0,120.0,47716.0,56.96655668257963
1400.0,0.632076315641257,3.0,7653.0,4.0,297.0,18.0,157.0,66209.0,34.40173956766352
1125.0,0.21496508236212553,8.0,6015.0,4.0,501.0,9.0,53.0,79074.0,33.33594942526475
1323.0,0.9448547935376861,1.0,3683.0,4.0,852.0,11.0,43.0,38352.0,51.43322474039077
11.0,0.19961522612250815,10.0,2792.0,2.0,982.0,22.0,91.0,36259.0,20.303755264818445
351.0,0.9976317509316072,12.0,692.0,3.0,989.0,17.0,47.0,33008.0,10.416440523426168
1737.0,0.4340130024933224,11.0,6073.0,1.0,367.0,103.0,51.0,79502.0,46.284963087307325
1579.0,0.7396521712877289,2.0,4364.0,4.0,539.0,29.0,146.0,15247.0,78.98274160857252
468.0,0.5338183208372991,3.0,243.0,1.0,395.0,53.0,82.0,18274.0,2.8140303462548806
1224.0,0.0028259578693554666,10.0,703.0,2.0,493.0,2.0,9.0,91713.0,9.362743249276148
1829.0,0.9678610710509558,1.0,5297.0,5.0,533.0,51.0,56.0,5432.0,49.48581622335945
247.0,0.05154716243596369,2.0,9789.0,1.0,722.0,89.0,112.0,43182.0,70.60259472470301
1439.0,0.9432159118768506,5.0,4433.0,1.0,285.0,49.0,177.0,93402.0,50.80010834827774
947.0,0.563707024289234,9.0,2582.0,2.0,668.0,28.0,61.0,60436.0,59.8907462599988
1476.0,0.8630391853452424,3.0,872.0,4.0,845.0,74.0,53.0,74784.0,34.959128530811945
296.0,0.3078446317445944,11.0,8207.0,1.0,120.0,12.0,81.0,41087.0,41.742672864395196
1864.0,0.8404228328035137,7.0,5679.0,1.0,709.0,93.0,111.0,1455.0,47.58989680254338
1912.0,0.7619983966314487,12.0,8505.0,1.0,726.0,96.0,159.0,25482.0,51.628890545599596
904.0,0.3135143065955315,8.0,8801.0,2.0,336.0,46.0,116.0,55311.0,67.13319500842226
224.0,0.19688856873802973,8.0,7002.0,5.0,639.0,68.0,92.0,58943.0,43.75997552819062
662.0,0.8459366950109702,5.0,3119.0,3.0,194.0,53.0,64.0,95039.0,18.592667353381742
1500.0,0.8673139431089867,12.0,5896.0,4.0,359.0,40.0,9.0,22134.0,74.33150324735064
1535.0,0.9475352752813503,3.0,7990.0,1.0,349.0,7.0,71.0,89614.0,16.089527551898165
1568.0,0.7023838322782133,5.0,5848.0,2.0,757.0,90.0,66.0,69822.0,22.67580794252731
317.0,0.8965548536676471,5.0,3970.0,3.0,632.0,86.0,167.0,3384.0,4.8468346421748585
1625.0,0.4184390651465859,3.0,7207.0,4.0,653.0,16.0,166.0,97324.0,67.71115967259594
75.0,0.291594909684058,2.0,3267.0,4.0,831.0,78.0,8.0,8806.0,70.3093681995901
377.0,0.6340735858295269,11.0,5244.0,1.0,583.0,101.0,175.0,12385.0,21.747799764708766
1846.0,0.2950485057283049,5.0,542.0,1.0,586.0,51.0,73.0,31410.0,33.478132320448935
1171.0,0.15258311456686824,3.0,3319.0,5.0,684.0,63.0,36.0,11196.0,11.502342617321348
1429.0,0.5124794799376731,1.0,2749.0,3.0,460.0,77.0,101.0,25443.0,57.409058122847526
680.0,0.9343086453163447,2.0,498.0,5.0,416.0,41.0,102.0,29650.0,15.277376416456397
216.0,0.9360501949068711,8.0,5341.0,2.0,631.0,61.0,21.0,19074.0,63.888028122152676
1124.0,0.9777345549562707,11.0,6078.0,5.0,911.0,34.0,125.0,77638.0,61.53321864780297
1054.0,0.8642745841868563,10.0,632.0,3.0,871.0,61.0,64.0,11397.0,76.86600493917865
1432.0,0.7315387288635912,3.0,3058.0,1.0,234.0,102.0,144.0,86849.0,43.843386713024174
1019.0,0.21536961606862237,6.0,1061.0,5.0,846.0,80.0,134.0,99317.0,72.57765204932839
1458.0,0.06859215506960126,10.0,9481.0,4.0,77.0,22.0,147.0,29991.0,24.187593523582024
1121.0,0.819379111806988,7.0,1232.0,4.0,207.0,24.0,129.0,96368.0,1.4101746352686626
1407.0,0.45645490449537474,1.0,6763.0,1.0,729.0,15.0,51.0,81807.0,2.9453120260381276
1814.0,0.9008032873950954,10.0,7805.0,4.0,399.0,8.0,13.0,38586.0,78.13350138395202
1210.0,0.14981383607355425,10.0,6140.0,2.0,144.0,78.0,18.0,83633.0,51.230199570548386
619.0,0.29645100469234165,9.0,3919.0,2.0,308.0,28.0,162.0,40145.0,13.979114115895017
782.0,0.012295771781445697,4.0,5548.0,4.0,622.0,39.0,115.0,21712.0,22.48320495695961
1489.0,0.5988826919171831,9.0,925.0,3.0,102.0,46.0,47.0,35130.0,25.1722517450685
1512.0,0.8421876565903412,12.0,6045.0,3.0,497.0,97.0,146.0,14387.0,49.65153321004468
1101.0,0.2821704223657694,10.0,7268.0,1.0,103.0,37.0,23.0,48958.0,8.026159718030621
1668.0,0.1960334998900637,8.0,5303.0,4.0,471.0,23.0,64.0,41554.0,80.69088899959482
248.0,0.4035336718134238,7.0,41.0,3.0,944.0,11.0,80.0,99678.0,43.19103658861671
1040.0,0.9092795610087949,3.0,505.0,3.0,556.0,83.0,7.0,52090.0,51.57801833819078
1276.0,0.4198086104775829,7.0,3757.0,5.0,555.0,13.0,68.0,54343.0,16.43091305553757
1655.0,0.8804520117800806,9.0,3847.0,2.0,397.0,94.0,33.0,44227.0,70.73889569895049
960.0,0.8724688447170539,6.0,5742.0,1.0,558.0,66.0,129.0,25766.0,30.7828677948809
128.0,0.9480827651625489,6.0,617.0,3.0,648.0,9.0,126.0,52077.0,4.069735177102673
1434.0,0.5024050559096939,11.0,4181.0,4.0,559.0,52.0,141.0,87994.0,61.53135203923283
1176.0,0.9042268169915845,6.0,7569.0,2.0,668.0,48.0,109.0,11050.0,66.8982922306882
817.0,0.2933978059214539,11.0,2630.0,1.0,958.0,70.0,24.0,53321.0,9.73709238363201
1101.0,0.12575163601858064,1.0,2526.0,1.0,241.0,45.0,32.0,52785.0,42.551636675257896
1092.0,0.02844237141408501,4.0,1872.0,2.0,764.0,82.0,145.0,23973.0,6.642274467589676
209.0,0.9597994989405305,8.0,3974.0,1.0,734.0,26.0,170.0,18029.0,39.77925386430197
1275.0,0.24588056436333638,7.0,2186.0,4.0,496.0,101.0,81.0,9785.0,34.970093379224025
1318.0,0.9160786402579759,1.0,7221.0,2.0,378.0,57.0,178.0,53749.0,50.91375588098049
1581.0,0.3161349107761381,9.0,9270.0,5.0,145.0,32.0,117.0,39342.0,33.399674156876124
1419.0,0.8151491584271972,2.0,7012.0,2.0,869.0,4.0,182.0,45681.0,63.60710879175279
1040.0,0.31501759314347333,8.0,9704.0,4.0,913.0,44.0,185.0,47217.0,11.971758920364723
251.0,0.7666735504535523,10.0,6891.0,2.0,290.0,76.0,105.0,36671.0,59.58541346574439
1795.0,0.45391739810300136,4.0,8308.0,2.0,372.0,85.0,73.0,24763.0,48.796992554939855
898.0,0.9655925110618249,4.0,2617.0,3.0,149.0,2.0,124.0,55296.0,72.7752462225038
415.0,0.3979961642613751,3.0,1264.0,2.0,821.0,51.0,166.0,19476.0,51.92383955219548
1156.0,0.3689529848656844,8.0,5621.0,3.0,60.0,34.0,176.0,2800.0,31.77246725752807
1316.0,0.8869529546842709,10.0,1230.0,5.0,335.0,67.0,59.0,79936.0,79.07146970358504
1993.0,0.2491388322414263,8.0,4461.0,2.0,213.0,35.0,151.0,88026.0,8.031068198049203
1589.0,0.07026258950573716,8.0,404.0,1.0,308.0,94.0,59.0,97073.0,41.749151618128074
705.0,0.6963266834394388,11.0,4702.0,1.0,251.0,15.0,120.0,66228.0,53.86745347142759
274.0,0.7092248086691628,12.0,2158.0,4.0,131.0,65.0,126.0,93078.0,31.80759859548303
1284.0,0.9752076555083607,3.0,5354.0,5.0,990.0,47.0,114.0,6382.0,11.937345518267495
559.0,0.5425250912366383,8.0,1217.0,5.0,619.0,14.0,127.0,91498.0,65.43204012007274
1867.0,0.9087223449370485,2.0,9291.0,3.0,263.0,17.0,57.0,86465.0,21.859602082584555
1680.0,0.9269899804631192,9.0,4736.0,2.0,209.0,63.0,47.0,37813.0,55.47508126692732
1166.0,0.5898570469269908,5.0,2139.0,2.0,150.0,80.0,174.0,58320.0,70.39765764938245
1837.0,0.7244220080618838,5.0,9341.0,5.0,148.0,37.0,150.0,99188.0,42.17989011351536
969.0,0.9951929554668065,10.0,3234.0,5.0,696.0,51.0,135.0,74208.0,44.916835364742504
375.0,0.38855638425446004,2.0,3734.0,2.0,56.0,8.0,186.0,68914.0,65.78304662658147
267.0,0.22461745893237484,7.0,4487.0,1.0,655.0,47.0,41.0,58895.0,28.741830846950016
913.0,0.44358989041796404,9.0,1071.0,3.0,185.0,34.0,20.0,66151.0,22.15098815984025
303.0,0.044576332565449794,4.0,1698.0,2.0,310.0,11.0,124.0,11043.0,51.39201680167207
264.0,0.848497999288869,8.0,1044.0,5.0,841.0,52.0,174.0,67233.0,31.238642406097682
1020.0,0.15798852556464849,5.0,2297.0,2.0,716.0,5.0,89.0,50990.0,68.44160668792173
96.0,0.662582297876839,9.0,1034.0,3.0,836.0,6.0,7.0,43188.0,40.73039820906459
1936.0,0.060077257413961416,12.0,7595.0,1.0,160.0,104.0,94.0,67480.0,9.40325162881077
1182.0,0.7426939055645828,6.0,3562.0,3.0,377.0,86.0,44.0,14102.0,7.975067883524848
168.0,0.4774101500055883,5.0,3184.0,5.0,801.0,55.0,39.0,16690.0,61.09129260922554
1169.0,0.7582341605434144,8.0,4559.0,4.0,936.0,48.0,143.0,41134.0,24.55172956736166
1290.0,0.3557797696207241,9.0,491.0,1.0,777.0,65.0,110.0,6085.0,58.985103346587756
238.0,0.4700811200348589,9.0,8974.0,4.0,163.0,100.0,90.0,2267.0,3.711603482135673
1884.0,0.7328139616095259,5.0,9946.0,2.0,264.0,13.0,23.0,17349.0,34.24416277302139
1938.0,0.7586448755183364,11.0,5879.0,2.0,384.0,5.0,84.0,65645.0,30.246242223024893
1998.0,0.5326621090406127,6.0,3821.0,5.0,596.0,18.0,46.0,45530.0,25.15382353396456
875.0,0.14439278016892398,2.0,3885.0,4.0,93.0,86.0,130.0,51251.0,67.04285358079858
1226.0,0.9736505909378425,7.0,3090.0,2.0,892.0,36.0,5.0,74038.0,70.08841939242367
843.0,0.4138339189320941,3.0,5333.0,1.0,720.0,8.0,31.0,58316.0,22.515776281203156
44.0,0.6714633436084427,9.0,345.0,4.0,449.0,1.0,139.0,69362.0,37.91615635708859
78.0,0.35098707221697645,2.0,4753.0,1.0,750.0,55.0,170.0,60601.0,72.0534619699735
797.0,0.8021792344970675,4.0,2520.0,1.0,577.0,9.0,86.0,85595.0,51.471468805580564
1816.0,0.825196333204309,4.0,5799.0,2.0,584.0,61.0,169.0,25784.0,61.426158145703006
676.0,0.38225521924553474,5.0,863.0,4.0,170.0,61.0,174.0,4573.0,7.109437691739002
806.0,0.19880405535905565,8.0,311.0,5.0,375.0,48.0,6.0,28657.0,24.865290004593163
748.0,0.25250897869421896,1.0,3438.0,3.0,197.0,45.0,83.0,97383.0,72.30587487931847
346.0,0.08417488602439682,11.0,4099.0,1.0,136.0,81.0,22.0,24476.0,70.33475834260197
884.0,0.13037941487501448,7.0,9688.0,1.0,597.0,86.0,91.0,22113.0,26.60387984848894
316.0,0.5833148700703086,6.0,7909.0,1.0,714.0,103.0,15.0,58944.0,65.63537991009957
483.0,0.2654663295754932,9.0,978.0,1.0,838.0,71.0,183.0,66478.0,31.7233501368775
867.0,0.24378452018159946,5.0,599.0,1.0,293.0,54.0,114.0,35334.0,55.4855932215454
1898.0,0.9390384111923115,5.0,2415.0,5.0,793.0,85.0,101.0,12022.0,77.2101534418092
986.0,0.791553466970071,8.0,7486.0,3.0,905.0,63.0,138.0,15659.0,42.79273578370417
1605.0,0.6886400757353079,9.0,527.0,4.0,233.0,5.0,28.0,89296.0,73.09922938703194
269.0,0.729939026362672,3.0,4972.0,1.0,998.0,46.0,56.0,24236.0,10.770259614332309
467.0,0.8356857477148267,6.0,6339.0,3.0,446.0,30.0,86.0,18863.0,22.73743813636591
1407.0,0.015058489762388105,9.0,9879.0,4.0,358.0,44.0,66.0,34769.0,54.9444252091672
1562.0,0.24351500837459528,4.0,1801.0,5.0,271.0,51.0,49.0,16499.0,61.20879913360221
388.0,0.3951955549309153,1.0,2176.0,5.0,798.0,51.0,172.0,82679.0,46.35162071154466
1065.0,0.509103051623523,5.0,3720.0,2.0,407.0,101.0,96.0,73796.0,65.10525886800235
689.0,0.7584258794599205,9.0,7205.0,1.0,176.0,51.0,113.0,69017.0,45.046745094828196
1875.0,0.0374874436897229,12.0,1961.0,4.0,918.0,4.0,114.0,61042.0,61.98743630058514
79.0,0.80238256348421,10.0,4729.0,2.0,850.0,17.0,149.0,62344.0,63.33229030831014
701.0,0.16098337206058577,3.0,626.0,5.0,919.0,91.0,113.0,14012.0,66.18315796942679
612.0,0.11980374332302202,6.0,2566.0,4.0,356.0,11.0,110.0,52420.0,51.835069007058834
500.0,0.7202774326618653,9.0,7718.0,2.0,187.0,14.0,133.0,23610.0,20.612699259384616
1359.0,0.8229252544592566,9.0,5823.0,4.0,414.0,82.0,156.0,93876.0,46.51747806861161
77.0,0.18079872781715767,5.0,8500.0,2.0,512.0,59.0,149.0,23199.0,41.75818406958265
